Time,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8
"load:0x3fff0030,len:1184"
"load:0x40078000,len:13132"
"load:0x40080400,len:3036"
entry 0x400805e4
17,683,53,516,21,0,0,0,35,75
30,668,53,516,21,0,0,0,35,76
42,658,53,516,21,0,0,0,36,76
54,656,52,515,21,0,0,0,35,76
66,658,52,513,21,0,0,0,35,76
78,653,51,513,20,0,0,0,35,76
90,648,51,513,20,0,0,0,35,76
102,643,51,512,20,0,0,0,35,77
114,636,51,509,20,0,0,0,34,77
126,630,54,503,20,0,0,0,34,77
138,629,53,503,20,0,0,0,34,76
150,616,54,502,19,0,0,0,33,76
162,611,53,503,19,0,0,0,33,76
174,592,52,503,17,0,0,0,32,76
186,584,53,499,17,0,0,0,33,76
198,577,52,503,17,0,0,0,33,76
210,573,53,502,18,0,0,0,32,77
222,566,53,497,17,0,0,0,32,76
234,555,52,497,17,0,0,0,32,76
246,555,51,495,17,0,0,0,32,76
258,555,51,494,16,0,0,0,32,76
270,549,51,492,16,0,0,0,32,76
282,541,51,492,16,0,0,0,32,76
294,535,50,492,16,0,0,0,32,76
306,530,49,490,15,0,0,0,31,75
318,527,49,488,16,0,0,0,30,75
330,516,49,488,14,0,0,0,30,75
342,514,48,484,12,0,0,0,30,73
354,511,47,482,13,0,0,0,29,72
366,499,46,480,12,0,0,0,29,71
378,494,44,480,9,0,0,0,28,70
390,497,42,478,10,0,0,0,27,69
402,491,41,475,10,0,0,0,26,68
414,486,40,474,10,0,0,0,26,67
426,489,40,472,9,0,0,0,25,66
438,484,38,469,7,0,0,0,24,65
450,472,38,469,7,0,0,0,24,65
462,469,38,469,6,0,0,0,23,64
474,465,36,469,6,0,0,0,24,62
486,458,35,466,6,0,0,0,24,61
498,463,34,465,5,0,0,0,23,61
510,449,32,461,4,0,0,0,23,60
522,445,30,457,4,0,0,0,22,58
534,439,29,455,4,0,0,0,22,58
546,436,27,450,3,0,0,0,21,56
